"ID","Timestamp","Identifier","Avg_rating","Total_answers","Total_ratings","Answer","Num_options","Question","OptionA","OptionB","OptionC","OptionD","OptionE","Explanation","Tags"
"4512918","2020-05-28 22:32:26","1801552","3.0100","144","102","B","5","<p>Taylor Swift, the artist of the decade, has decided to take a break from writing her new album (which will no doubt be her third album to win album of the year at the Grammy's), to do some reading on excitation-contraction coupling.</p><p>&nbsp;</p><p>She reads about the <strong>ryanodine (RyR2)</strong> receptor on the sarcoplasmic reticulum in cardiac myocytes, and how when it opens, it causes Ca2+ to leave the SR and start the process of contraction. She then reads about a protein which has an <strong>inhibitory role</strong> on the<strong> ryanodine (RyR2)</strong> receptor. Which protein is Taytay reading about?</p>","<p>Calmodulin</p>","<p>Calsequestrin</p>","<p>Phospholamban</p>","<p>SERCA</p>","<p>Troponin-I</p>","<p>RyR2 is inhibited by <strong>calsequestrin</strong>, therefore <strong>B</strong> is the answer. It is also worth noting that FKBP also has an inhibitory role on RyR2. When calcium binds to calsequestrin, its inhibition on RyR2 is relieved; so as the SR concentration of Ca<sup>2+</sup> increases, the RyR2 channels are more likely to open.</p><p>&nbsp;</p><p><strong>Calmodulin</strong> is the protein which regulates the Na<sup>+</sup>/Ca<sup>2+</sup> exchange pump (PMCA) which works to remove Ca<sup>2+</sup> from the cell during relaxation.</p><p>&nbsp;</p><p><strong>Phospholamban</strong> regulates the <strong>SERCA</strong> pump, which transports Ca<sup>2+</sup> back into the SR during relaxation.</p><p>&nbsp;</p><p><strong>Troponin-I</strong> is what the Ca<sup>2+</sup> binds to, which causes the tropomyosin to change shape and expose the actin binding sites.</p><p>&nbsp;</p><p>&nbsp;</p><p>Information on this can be found in the Regulation of Excitation and contraction of the heart lecture :)</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>","case 12, Cardiology, Cardiovascular system"
"4513159","2020-05-29 01:08:03","1803870","2.9900","144","108","C","4","<p>A patient is diagnosed with IBD. In order to determine this diagnosis, an x-ray was taken. What is the name of this radiological sign that confirms the diagnosis?</p><p><img src=""../images/view.php?file=388070"" alt=""no description"" /></p>","<p>Falciform sign</p>","<p>Rigler's sign</p>","<p>Thumb-printing&nbsp;</p>","<p>Winking owl sign</p>","","<p>Falciform sign: falciform ligament is outlined with air, in pneumoperitoneum. The ligament connects the anterior abdo wall to the liver.&nbsp;</p><p>Rigler's sign: indicator of pneumoperitoneum, on supine abdo radiograph. Internal and external air highlights the bowel wall, like a smooth line.</p><p>Thumb-printing: shown above) mucosal thickening of haustra due to inflammation and oedema. Appear like thumbprints projecting into the lumen</p><p>Winking owl sign: Interspinal malignancy (when pedicle is missing) - faint shadowing obscuring visibility of one pedicle on AP</p>","case 15, Radiology, Imaging"
"4513300","2020-05-29 03:15:47","1701976","2.9300","134","99","B","4","<p>In which of the following cancer treatments is hepatitis a possible side-effect?&nbsp;</p>","<p>Chemotherapy&nbsp;</p>","<p>Immunotherapy&nbsp;</p>","<p>Radiotherapy</p>","<p>Palliative Care&nbsp;</p>","","<p>Side Effects of Chemotherapy</p><ul><li>Nausea</li><li>Bone marrow suppression&nbsp;</li><li>Alopecia&nbsp;</li><li>Vomiting&nbsp;</li></ul><p>Immunotherapy&nbsp;</p><ul><li>Rash&nbsp;</li><li>Colitis&nbsp;</li><li>Hepatitis&nbsp;</li><li>Pneumonitis&nbsp;</li><li>Endocrinopathies&nbsp;</li><li>Nephritis&nbsp;</li><li>Renal Dysfunction&nbsp;</li></ul>","case 16"
"4513306","2020-05-29 03:23:29","1701976","2.8000","156","116","A","5","<p>Which of the following patterns of inheritance best describes&nbsp;Familial Adenomatous Polyposis (FAP)?&nbsp;</p>","<p>Autosomal Dominant</p>","<p>Autosomal Recessive&nbsp;</p>","<p>X-Linked Recessive&nbsp;</p>","<p>X- Linked Dominant&nbsp;</p>","<p>Mitochondrial Inheritance&nbsp;</p>","<p>FAP is autosomal dominant. Caused by mutation in APC gene</p>","case 15, case 16"
"4513323","2020-05-29 03:38:04","1801814","2.8400","127","96","C","5","<p>A young male is brought into the emergency department having suffered trauma in a road traffic accident. As they are being wheeled in to the emergency by the paramedics you introduce yourself to the patient, who acknowledges your introduction but is too breathless to reply in full sentences. You notice that he has stridor. When you shake his hand his peripheries are cold and dry and the paramedics tell you that he has low blood pressure, low oxygen saturations, high temperature and he is a known diabetic.</p><p>&nbsp;</p><p>Which of the following is the most appropriate FIRST management?</p>","<p>&nbsp;</p><p>Antibiotics</p><p>&nbsp;</p>","<p>&nbsp;</p><p>Check capillary glucose</p><p>&nbsp;</p>","<p>&nbsp;</p><p>Chin lift and jaw thrust</p><p>&nbsp;</p>","<p>&nbsp;</p><p>Fluid bolus</p><p>&nbsp;</p>","<p>&nbsp;</p><p>High flow oxygen</p><p>&nbsp;</p>","<p>This patient is unstable so an ABCDE approach should be taken.</p><p><br />Airway:</p><p>The patient has stridor, which suggests airway compromise. This will kill the patient first so should be sorted first. Procedures such as a chin lift and jaw thrust may help and if these are ineffective then additional measures such as suction of secretions or intubation may be needed.</p><p>&nbsp;</p><p>Breathing:</p><p>Whilst the patient does have breathing problems (indicated by breathlessness and low O2 sats), this is less critical than the airway so would be sorted after. Interventions include oxygen and ventilation</p><p>&nbsp;</p><p>Circulation:</p><p>Whilst the patient does have circulatory problems (indicated by cold peripheries and low BP), this is less critical than airway and breathing so would be sorted after. Interventions include fluids, transfusion and thrombolysis. A cannula should be inserted.</p><p><br />Disability:</p><p>The history doesn't suggest neurological problems (though these would need to be assessed at this stage with GCS) and if there were deficits these could be sorted after airway, breathing and circulation. Blood glucose should be checked at this point (especially as he has diabetes) and treated if necessary</p><p>&nbsp;</p><p>Exposure:</p><p>At this stage a targeted examination should be performed with the aim of informing diagnosis and management and ensuring nothing has been missed</p><p>&nbsp;</p><p>In practice these would be completed in this order but there may be some overlap (e.g. whilst the cannula is being fitted another clinician may start to assess GCS).</p><p>&nbsp;</p><p>This was covered in the case 17 lecture 'Recognition and early management of the critically ill patient'.</p>","Case 17"
"4513386","2020-05-29 05:14:49","1701976","2.8800","130","97","D","4","<p>Which of the following is<strong> first activated</strong> in response to DNA damage?</p>","<p>Caspases</p>","<p>Cytochrome C&nbsp;</p>","<p>EGFR</p>","<p>p53</p>","","<p>DNA damage --&gt; activation of p53 --&gt; causes release of cytochrome C from mitochondria --&gt; activation of Caspases&nbsp;</p><p>&nbsp;</p><p>therefore p53 is the correct answer&nbsp;</p>","case 16"
"4513397","2020-05-29 05:29:28","1701976","2.8300","131","90","D","4","<p>Which of the following are responsible for inducing Angiogenesis?&nbsp;</p>","<p>EGF</p>","<p>CDK4</p>","<p>p53</p>","<p>HIF1</p>","","<p>Angiogenesis is caused by:</p><ul><li>A low O2</li><li>which activates HIF1</li><li>Causes transcription of VEGF</li><li>Activates VEGF-R (on endothelial cells)&nbsp;</li><li>Proliferation and formation of new blood vessels&nbsp;</li></ul><p>Of the options above, HIF1 is the most correct answer&nbsp;</p>","case 16, Case 7"
"4513402","2020-05-29 05:40:35","1701976","2.8700","131","97","E","5","<p>Which of the following would best describe Mesenchymal Cells?&nbsp;</p>","<p>Cobblestone shape&nbsp;</p>","<p>Non-motile&nbsp;</p>","<p>Polar&nbsp;</p>","<p>Non-invasive</p>","<p>Invasive&nbsp;</p>","<p>Invasive is the correct answer. The others refers to characteristics of epithelial cells.&nbsp;</p><p>Epithelial&nbsp;</p><ul><li>Cobblestone shape&nbsp;</li><li>Non-motile&nbsp;</li><li>Polar&nbsp;</li><li>Non-invasive&nbsp;</li></ul><p>Mesenchymal</p><ul><li>Fibroblast-like shape&nbsp;</li><li>Motile&nbsp;</li><li>Non-polar&nbsp;</li><li>Invasive (protease secretion)&nbsp;</li></ul><p>Case 16 Lecture: Molecular Basis of Carcinogenesis&nbsp;</p>","case 16"
"4513407","2020-05-29 05:47:00","1701976","2.9200","137","104","A","5","<p>Which of the following glucose transporters are up-regulated by cancer cells?&nbsp;</p>","<p>GLUT1</p>","<p>GLUT2</p>","<p>GLUT3</p>","<p>GLUT4</p>","<p>GLUT5</p>","<p>&bull; Energy metabolism is altered in most cancer cells<br />&bull; Cancer cells upregulate <span style=""text-decoration: underline;""><strong>GLUT1 and rely on glycolysis</strong></span>, rather than oxidative phosphorylation, even when O2 present<br />&bull; Enables imaging of tumours via PET</p>","case 16"
"4513409","2020-05-29 05:52:36","1801814","3.0700","133","94","B","5","<p>Stella, a 20 year old student, is brought into the emergency department by her housemate. Her housemate tells you that Stella has recently returned from 3 weeks travelling in South America and for the past couple of days has been vomiting frequently and eating and drinking little. On examination you note that she has cold peripheries, cyanosis, O2 sats of 89% and a blood pressure of 73/56.</p><p>&nbsp;</p><p>What is the most appropriate way to initially manage her low blood pressure?</p>","<p>&nbsp;</p><p style=""margin: 0cm; margin-bottom: .0001pt;""><span style=""font-size: 11.5pt; font-family: 'Arial',sans-serif; color: black;"">Colloids</span></p><p>&nbsp;</p>","<p>&nbsp;</p><p style=""margin: 0cm; margin-bottom: .0001pt;""><span style=""font-size: 11.5pt; font-family: 'Arial',sans-serif; color: black;"">Crystalloids</span></p><p>&nbsp;</p>","<p>&nbsp;</p><p style=""margin: 0cm; margin-bottom: .0001pt;""><span style=""font-size: 11.5pt; font-family: 'Arial',sans-serif; color: black;"">No management is necessary</span></p><p>&nbsp;</p>","<p>&nbsp;</p><p style=""margin: 0cm; margin-bottom: .0001pt;""><span style=""font-size: 11.5pt; font-family: 'Arial',sans-serif; color: black;"">Oral fluids</span></p><p>&nbsp;</p>","<p>&nbsp;</p><p style=""margin: 0cm; margin-bottom: .0001pt;""><span style=""font-size: 11.5pt; font-family: 'Arial',sans-serif; color: black;"">Transfusion</span></p><p>&nbsp;</p>","<p>The cold peripheries, hypoperfusion and hypotension suggest Stella is in shock. The history of vomiting would suggest this is non-haemorrhagic hypovolaemic shock. The BMJ Best practice website suggests that this is treated with a fluid bolus of saline, a crystalloid, to see if the patient responds.</p><p>&nbsp;</p><p>A (colloids) - there is some evidence that these are less effective than crystalloids. BMJ best practice recommends saline, which is a crystalloid rather than a colloid</p><p>B (crystalloids) - CORRECT</p><p>C (no management necessary) - her hypotension has caused hypoperfusion. If left untreated this can cause organ damage if organs aren't able to get adequate oxygen, therefore it should be treated to prevent complications</p><p>D (oral fluids) - this patient is unwell so needs rehydrating quickly. It's likely that oral fluid would be vomited back up and have no benefit</p><p>E (transfusion) - this would be recommended if the patient was in haemorrhagic shock hut the history doesn't suggest this so crystalloids are fine</p><p>&nbsp;</p><p>This was covered in the case 17 lecture 'THE PHYSIOLOGICAL PRINCIPLES OF HAEMORRHAGIC SHOCK'.</p>","Case 17"
"4513413","2020-05-29 04:47:24","1701976","2.7800","131","98","A","5","<p>Which of the following terms best describes the following: <em>""Heritable characteristics that are not embedded in the primary sequence of DNA""</em></p>","<p>Epigenetics&nbsp;</p>","<p>Oncogene</p>","<p>Tumour Supressor Gene&nbsp;</p>","<p>Genome</p>","<p>Somatic Mutation</p>","<p>Epigenetics:&nbsp;Heritable characteristics that are not embedded in the primary sequence of DNA</p><p>&nbsp;</p><p>Case 16</p>","case 16"
"4514193","2020-05-29 19:57:09","1410194","2.8300","103","72","C","5","<p>What hormone is known to induce myometrium contractions during the first stage of labour?&nbsp;</p>","<p>hCG&nbsp;</p>","<p>Oestrogen&nbsp;</p>","<p>Oxytocin</p>","<p>Progesterone</p>","<p>Prolactin</p>","<p>Oxytocin is released from the posterior pituitary gland and it stimulates the myometrium to contract. Its release is stimulated by cervical stretching as the foetus' head presses against the cervix.&nbsp;</p>","Pregnancy, Case 8, Labour"
"4514197","2020-05-29 20:00:44","1410194","2.7700","98","69","A","5","<p>What hormone stimulates a reduction in progesterone at the onset of labour?&nbsp;</p>","<p>Cortisol</p>","<p>Oestrogen</p>","<p>Oxytocin</p>","<p>LH</p>","<p>Prolactin</p>","<p>Cortisol secreted from the adrenal gland of the foetus stimulates a reduction in maternal progesterone secretion, which in turn leads to a reduction in support and viability of the placenta.&nbsp;</p>","Pregnancy, Case 8, Labour"
"4514212","2020-05-29 20:16:26","1410194","2.9300","114","76","B","5","<p>What stimulates the closure of the ductus arteriosus in a neonate?&nbsp;</p>","<p>Increase in angiogenesis&nbsp;</p>","<p>Increase in bradykinin production&nbsp;</p>","<p>Reduction in blood flow</p>","<p>Pressure changes</p>","<p>Temperature changes</p>","<p>Bradykinin secreted by the newly functioning lungs stimulates the closure of the ductus arteriosus.&nbsp;</p><p>Pressure changes in the heart stimulate the foreman ovale to close.&nbsp;</p><p>Change in temperature causes umbilical artery to begin to close.</p><p>Lack of purpose/usage stimulate the umbilical vein and ductus venosus to close.&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>","Paediatrics, Pregnancy, Case 8, Child development, Labour"
"4514228","2020-05-29 20:34:42","1801814","3.0300","131","90","E","5","<p>Thin basement membrane disease is an inherited autoimmune condition whereby IgA attacks the basement membrane in certain capillaries.</p><p>&nbsp;</p><p>In which of these locations in the body would the basement membrane of capillaries be discontinuous (in healthy people)?</p>","<p>&nbsp;</p><p>Brain</p><p>&nbsp;</p>","<p>&nbsp;</p><p>Kidney glomerulus</p><p>&nbsp;</p>","<p>&nbsp;</p><p>Muscle</p><p>&nbsp;</p>","<p>&nbsp;</p><p>Skin</p><p>&nbsp;</p>","<p>&nbsp;</p><p>Spleen</p><p>&nbsp;</p>","<p>There are 3 types of capillary:</p><p>&nbsp;</p><p><strong>Continuous:</strong></p><p>Most capillaries are continuous e.g.<strong> skin, brain and muscle</strong>. They have a continuous basement membrane and are relatively impermeable</p><p>&nbsp;</p><p><strong>Discontinous</strong>:</p><p>Capillaries where blood cells may need to enter and exit the circulation e.g. <strong>bone marrow, spleen</strong>. They have a discontinuous basement membrane to allow blood cells to leave and enter</p><p>&nbsp;</p><p><strong>Fenestrated</strong>:</p><p>Capillaries where high fluid transfer is needed e.g. <strong>kidney glomerulus, choroid plexus</strong>. They have a continuous basement membrane. They have fenestrations which are small holes covered by a very thin membrane to aid fluid movement.</p><p>&nbsp;</p><p>The questions asks which of these has a DISCONTINOUS basement membrane. Therefore you needed to choose an area with DISCONTINOUS capillaries. From the options the only one of these was the SPLEEN.</p><p>&nbsp;</p><p>Note that we don't need to know about thin basement membrane disease, I just used it as a clinical scenario related to the question.</p><p>&nbsp;</p><p>This was covered in the case 17 lecture &lsquo;The oedematous state&rsquo;.</p>","Cardiovascular system, Case 17"
